Estado - Sigla,Municipio,Cep,Data_semana,mean,median,sum,std
PB,CAMPINA GRANDE,58105-421,2023-11-06,4.8,4.8,4.8,
PB,CAMPINA GRANDE,58105-421,2023-11-13,4.8,4.8,4.8,
PB,CAMPINA GRANDE,58105-421,2023-11-20,4.8,4.8,4.8,
PB,CAMPINA GRANDE,58105-421,2023-11-27,4.8,4.8,4.8,
PB,CAMPINA GRANDE,58105-421,2023-12-04,4.8,4.8,4.8,
PB,CAMPINA GRANDE,58105-421,2023-12-11,4.8,4.8,4.8,
PB,CAMPINA GRANDE,58105-421,2023-12-18,4.8,4.8,4.8,
PB,CAMPINA GRANDE,58105-421,2023-12-25,4.8,4.8,4.8,
PB,CAMPINA GRANDE,58428-190,2023-03-27,4.5,4.5,4.5,
PB,CAMPINA GRANDE,58428-190,2023-11-06,4.8,4.8,4.8,
PB,CAMPINA GRANDE,58429-120,2023-01-02,4.89,4.89,4.89,
PB,CAMPINA GRANDE,58429-120,2023-01-09,4.69,4.69,4.69,
PB,CAMPINA GRANDE,58429-120,2023-01-23,4.69,4.69,4.69,
PB,CAMPINA GRANDE,58429-120,2023-02-13,4.5,4.5,4.5,
PB,CAMPINA GRANDE,58429-120,2023-02-20,4.5,4.5,4.5,
PB,CAMPINA GRANDE,58429-120,2023-03-06,4.5,4.5,4.5,
PB,CAMPINA GRANDE,58429-120,2023-03-13,4.5,4.5,4.5,
PB,CAMPINA GRANDE,58429-120,2023-03-20,4.5,4.5,4.5,
PB,CAMPINA GRANDE,58429-120,2023-03-27,4.5,4.5,4.5,
PB,CAMPINA GRANDE,58429-120,2023-04-03,4.5,4.5,4.5,
PB,CAMPINA GRANDE,58429-120,2023-04-10,4.5,4.5,4.5,
PB,CAMPINA GRANDE,58429-120,2023-04-17,4.5,4.5,4.5,
PB,CAMPINA GRANDE,58429-120,2023-04-24,4.5,4.5,4.5,
PB,CAMPINA GRANDE,58429-120,2023-05-08,4.5,4.5,4.5,
PB,CAMPINA GRANDE,58429-120,2023-05-15,4.5,4.5,4.5,
PB,CAMPINA GRANDE,58429-120,2023-05-22,4.5,4.5,4.5,
PB,CAMPINA GRANDE,58429-120,2023-06-12,4.5,4.5,4.5,
PB,CAMPINA GRANDE,58429-120,2023-06-19,4.5,4.5,4.5,
PB,CAMPINA GRANDE,58429-120,2023-07-03,4.92,4.92,4.92,
PB,CAMPINA GRANDE,58429-120,2023-07-10,4.92,4.92,4.92,
PB,CAMPINA GRANDE,58429-120,2023-07-24,4.92,4.92,4.92,
PB,CAMPINA GRANDE,58429-120,2023-07-31,4.92,4.92,4.92,
PB,CAMPINA GRANDE,58429-120,2023-08-07,4.8,4.8,4.8,
PB,CAMPINA GRANDE,58429-120,2023-09-04,4.8,4.8,4.8,
PB,CAMPINA GRANDE,58429-120,2023-09-11,4.8,4.8,4.8,
PB,CAMPINA GRANDE,58429-120,2023-09-18,4.8,4.8,4.8,
PB,CAMPINA GRANDE,58429-120,2023-10-02,4.8,4.8,4.8,
PB,CAMPINA GRANDE,58429-120,2023-10-09,4.8,4.8,4.8,
PB,CAMPINA GRANDE,58429-120,2023-10-16,4.8,4.8,4.8,
PB,CAMPINA GRANDE,58429-120,2023-10-30,4.8,4.8,4.8,
PB,CAMPINA GRANDE,58429-120,2023-11-13,4.8,4.8,4.8,
PB,CAMPINA GRANDE,58429-120,2023-11-20,4.8,4.8,4.8,
PB,CAMPINA GRANDE,58429-120,2023-12-04,4.8,4.8,4.8,
PB,CAMPINA GRANDE,58429-120,2023-12-11,4.8,4.8,4.8,
PB,CAMPINA GRANDE,58429-120,2023-12-18,4.8,4.8,4.8,
PB,CAMPINA GRANDE,58429-120,2023-12-25,4.8,4.8,4.8,
PB,JOAO PESSOA,58028-840,2023-02-20,4.24,4.24,4.24,
PB,JOAO PESSOA,58030-224,2023-01-02,4.64,4.64,4.64,
PB,JOAO PESSOA,58030-224,2023-01-16,4.44,4.44,4.44,
PB,JOAO PESSOA,58030-224,2023-01-23,4.44,4.44,4.44,
PB,JOAO PESSOA,58030-224,2023-01-30,4.44,4.44,4.44,
PB,JOAO PESSOA,58030-224,2023-02-06,4.24,4.24,4.24,
PB,JOAO PESSOA,58030-224,2023-02-13,4.24,4.24,4.24,
PB,JOAO PESSOA,58030-224,2023-02-20,4.24,4.24,4.24,
PB,JOAO PESSOA,58030-224,2023-02-27,4.24,4.24,4.24,
PB,JOAO PESSOA,58030-224,2023-03-06,4.24,4.24,4.24,
PB,JOAO PESSOA,58030-224,2023-03-13,4.24,4.24,4.24,
PB,JOAO PESSOA,58030-224,2023-03-20,4.24,4.24,4.24,
PB,JOAO PESSOA,58030-224,2023-03-27,4.24,4.24,4.24,
PB,JOAO PESSOA,58030-224,2023-04-03,4.24,4.24,4.24,
PB,JOAO PESSOA,58030-224,2023-04-10,4.24,4.24,4.24,
PB,JOAO PESSOA,58030-224,2023-04-17,4.24,4.24,4.24,
PB,JOAO PESSOA,58030-224,2023-04-24,4.24,4.24,4.24,
PB,JOAO PESSOA,58030-224,2023-05-01,4.24,4.24,4.24,
PB,JOAO PESSOA,58030-224,2023-05-08,4.24,4.24,4.24,
PB,JOAO PESSOA,58030-224,2023-05-15,4.24,4.24,4.24,
PB,JOAO PESSOA,58030-224,2023-05-22,4.24,4.24,4.24,
PB,JOAO PESSOA,58030-224,2023-05-29,4.24,4.24,4.24,
PB,JOAO PESSOA,58030-224,2023-06-05,4.24,4.24,4.24,
PB,JOAO PESSOA,58030-224,2023-06-12,4.24,4.24,4.24,
PB,JOAO PESSOA,58030-224,2023-06-19,4.24,4.24,4.24,
PB,JOAO PESSOA,58030-224,2023-06-26,4.24,4.24,4.24,
PB,JOAO PESSOA,58030-224,2023-07-03,4.24,4.24,4.24,
PB,JOAO PESSOA,58030-224,2023-07-10,4.59,4.59,4.59,
PB,JOAO PESSOA,58030-224,2023-07-17,4.59,4.59,4.59,
PB,JOAO PESSOA,58030-224,2023-07-24,4.59,4.59,4.59,
PB,JOAO PESSOA,58030-224,2023-07-31,4.59,4.59,4.59,
PB,JOAO PESSOA,58030-224,2023-08-07,4.47,4.47,4.47,
PB,JOAO PESSOA,58030-224,2023-08-14,4.46,4.46,4.46,
PB,JOAO PESSOA,58030-224,2023-08-21,4.46,4.46,4.46,
PB,JOAO PESSOA,58030-224,2023-08-28,4.46,4.46,4.46,
PB,JOAO PESSOA,58030-224,2023-09-04,4.46,4.46,4.46,
PB,JOAO PESSOA,58030-224,2023-09-11,4.46,4.46,4.46,
PB,JOAO PESSOA,58030-224,2023-09-18,4.46,4.46,4.46,
PB,JOAO PESSOA,58030-224,2023-09-25,4.46,4.46,4.46,
PB,JOAO PESSOA,58030-224,2023-10-02,4.46,4.46,4.46,
PB,JOAO PESSOA,58030-224,2023-10-09,4.46,4.46,4.46,
PB,JOAO PESSOA,58030-224,2023-10-16,4.46,4.46,4.46,
PB,JOAO PESSOA,58030-224,2023-10-30,4.46,4.46,4.46,
PB,JOAO PESSOA,58030-224,2023-11-06,4.46,4.46,4.46,
PB,JOAO PESSOA,58030-224,2023-11-13,4.46,4.46,4.46,
PB,JOAO PESSOA,58030-224,2023-11-20,4.46,4.46,4.46,
PB,JOAO PESSOA,58030-224,2023-11-27,4.46,4.46,4.46,
PB,JOAO PESSOA,58030-224,2023-12-04,4.46,4.46,4.46,
PB,JOAO PESSOA,58030-224,2023-12-11,4.46,4.46,4.46,
PB,JOAO PESSOA,58030-224,2023-12-18,4.46,4.46,4.46,
PB,JOAO PESSOA,58030-224,2023-12-25,4.46,4.46,4.46,
PB,JOAO PESSOA,58040-000,2023-01-02,4.64,4.64,4.64,
PB,JOAO PESSOA,58040-000,2023-01-09,4.44,4.44,4.44,
PB,JOAO PESSOA,58040-000,2023-01-16,4.44,4.44,4.44,
PB,JOAO PESSOA,58040-000,2023-01-23,4.44,4.44,4.44,
PB,JOAO PESSOA,58040-000,2023-01-30,4.44,4.44,4.44,
PB,JOAO PESSOA,58040-000,2023-02-06,4.25,4.25,4.25,
PB,JOAO PESSOA,58040-000,2023-02-13,4.25,4.25,4.25,
PB,JOAO PESSOA,58040-000,2023-03-06,4.25,4.25,4.25,
PB,JOAO PESSOA,58040-000,2023-03-13,4.25,4.25,4.25,
PB,JOAO PESSOA,58040-000,2023-03-20,4.25,4.25,4.25,
PB,JOAO PESSOA,58040-000,2023-03-27,4.25,4.25,4.25,
PB,JOAO PESSOA,58040-000,2023-04-03,4.25,4.25,4.25,
PB,JOAO PESSOA,58040-000,2023-04-10,4.25,4.25,4.25,
PB,JOAO PESSOA,58040-000,2023-04-17,4.25,4.25,4.25,
PB,JOAO PESSOA,58040-000,2023-04-24,4.25,4.25,4.25,
PB,JOAO PESSOA,58040-000,2023-05-01,4.25,4.25,4.25,
PB,JOAO PESSOA,58040-000,2023-05-08,4.25,4.25,4.25,
PB,JOAO PESSOA,58040-000,2023-05-15,4.25,4.25,4.25,
PB,JOAO PESSOA,58040-000,2023-05-22,4.25,4.25,4.25,
PB,JOAO PESSOA,58040-000,2023-05-29,4.25,4.25,4.25,
PB,JOAO PESSOA,58040-000,2023-06-05,4.25,4.25,4.25,
PB,JOAO PESSOA,58040-000,2023-06-12,4.25,4.25,4.25,
PB,JOAO PESSOA,58040-000,2023-06-26,4.25,4.25,4.25,
PB,JOAO PESSOA,58040-000,2023-07-03,4.59,4.59,4.59,
PB,JOAO PESSOA,58040-000,2023-07-24,4.59,4.59,4.59,
PB,JOAO PESSOA,58040-000,2023-07-31,4.59,4.59,4.59,
PB,JOAO PESSOA,58040-000,2023-08-07,4.59,4.59,4.59,
PB,JOAO PESSOA,58040-000,2023-08-21,4.46,4.46,4.46,
PB,JOAO PESSOA,58040-000,2023-08-28,4.46,4.46,4.46,
PB,JOAO PESSOA,58040-000,2023-09-11,4.46,4.46,4.46,
PB,JOAO PESSOA,58040-000,2023-09-25,4.46,4.46,4.46,
PB,JOAO PESSOA,58040-000,2023-10-02,4.46,4.46,4.46,
PB,JOAO PESSOA,58040-000,2023-10-09,4.46,4.46,4.46,
PB,JOAO PESSOA,58040-000,2023-10-16,4.46,4.46,4.46,
PB,JOAO PESSOA,58040-000,2023-10-30,4.46,4.46,4.46,
PB,JOAO PESSOA,58040-000,2023-11-06,4.46,4.46,4.46,
PB,JOAO PESSOA,58040-000,2023-11-13,4.46,4.46,4.46,
PB,JOAO PESSOA,58040-000,2023-11-20,4.46,4.46,4.46,
PB,JOAO PESSOA,58040-000,2023-11-27,4.46,4.46,4.46,
PB,JOAO PESSOA,58040-000,2023-12-04,4.46,4.46,4.46,
PB,JOAO PESSOA,58040-000,2023-12-11,4.46,4.46,4.46,
PB,JOAO PESSOA,58040-000,2023-12-25,4.46,4.46,4.46,
PB,JOAO PESSOA,58051-000,2023-04-17,4.24,4.24,4.24,
PB,JOAO PESSOA,58051-000,2023-06-12,4.24,4.24,4.24,
PB,JOAO PESSOA,58051-000,2023-07-10,4.58,4.58,4.58,
PB,JOAO PESSOA,58051-000,2023-10-23,4.46,4.46,4.46,
PB,JOAO PESSOA,58081-300,2023-08-14,4.49,4.49,4.49,
PB,JOAO PESSOA,58085-000,2023-01-02,4.64,4.64,4.64,
PB,JOAO PESSOA,58085-000,2023-01-09,4.44,4.44,4.44,
PB,JOAO PESSOA,58085-000,2023-01-16,4.44,4.44,4.44,
PB,JOAO PESSOA,58085-000,2023-01-23,4.44,4.44,4.44,
PB,JOAO PESSOA,58085-000,2023-01-30,4.44,4.44,4.44,
PB,JOAO PESSOA,58085-000,2023-02-06,4.25,4.25,4.25,
PB,JOAO PESSOA,58085-000,2023-02-13,4.25,4.25,4.25,
PB,JOAO PESSOA,58085-000,2023-02-20,4.25,4.25,4.25,
PB,JOAO PESSOA,58085-000,2023-02-27,4.25,4.25,4.25,
PB,JOAO PESSOA,58085-000,2023-03-06,4.25,4.25,4.25,
PB,JOAO PESSOA,58085-000,2023-03-13,4.24,4.24,4.24,
PB,JOAO PESSOA,58085-000,2023-03-20,4.24,4.24,4.24,
PB,JOAO PESSOA,58085-000,2023-03-27,4.24,4.24,4.24,
PB,JOAO PESSOA,58085-000,2023-04-03,4.24,4.24,4.24,
PB,JOAO PESSOA,58085-000,2023-04-10,4.24,4.24,4.24,
PB,JOAO PESSOA,58085-000,2023-04-17,4.24,4.24,4.24,
PB,JOAO PESSOA,58085-000,2023-04-24,4.24,4.24,4.24,
PB,JOAO PESSOA,58085-000,2023-05-01,4.24,4.24,4.24,
PB,JOAO PESSOA,58085-000,2023-05-08,4.24,4.24,4.24,
PB,JOAO PESSOA,58085-000,2023-05-15,4.24,4.24,4.24,
PB,JOAO PESSOA,58085-000,2023-05-22,4.24,4.24,4.24,
PB,JOAO PESSOA,58085-000,2023-05-29,4.24,4.24,4.24,
PB,JOAO PESSOA,58085-000,2023-06-05,4.24,4.24,4.24,
PB,JOAO PESSOA,58085-000,2023-06-12,4.24,4.24,4.24,
PB,JOAO PESSOA,58085-000,2023-06-19,4.24,4.24,4.24,
PB,JOAO PESSOA,58085-000,2023-06-26,4.24,4.24,4.24,
PB,JOAO PESSOA,58085-000,2023-07-03,4.49,4.49,4.49,
PB,JOAO PESSOA,58085-000,2023-07-10,4.59,4.59,4.59,
PB,JOAO PESSOA,58085-000,2023-07-17,4.59,4.59,4.59,
PB,JOAO PESSOA,58085-000,2023-07-24,4.59,4.59,4.59,
PB,JOAO PESSOA,58085-000,2023-07-31,4.59,4.59,4.59,
PB,JOAO PESSOA,58085-000,2023-08-07,4.29,4.29,4.29,
PB,JOAO PESSOA,58085-000,2023-08-28,4.46,4.46,4.46,
PB,JOAO PESSOA,58085-000,2023-09-04,4.46,4.46,4.46,
PB,JOAO PESSOA,58085-000,2023-09-11,4.46,4.46,4.46,
PB,JOAO PESSOA,58085-000,2023-09-18,4.46,4.46,4.46,
PB,JOAO PESSOA,58085-000,2023-09-25,4.46,4.46,4.46,
PB,JOAO PESSOA,58085-000,2023-10-02,4.46,4.46,4.46,
PB,JOAO PESSOA,58085-000,2023-10-09,4.46,4.46,4.46,
PB,JOAO PESSOA,58085-000,2023-10-16,4.46,4.46,4.46,
PB,JOAO PESSOA,58085-000,2023-10-23,4.46,4.46,4.46,
PB,JOAO PESSOA,58085-000,2023-10-30,4.46,4.46,4.46,
PB,JOAO PESSOA,58085-000,2023-11-06,4.46,4.46,4.46,
PB,JOAO PESSOA,58085-000,2023-11-13,4.46,4.46,4.46,
PB,JOAO PESSOA,58085-000,2023-11-20,4.46,4.46,4.46,
PB,JOAO PESSOA,58085-000,2023-11-27,4.46,4.46,4.46,
PB,JOAO PESSOA,58085-000,2023-12-04,4.46,4.46,4.46,
PB,JOAO PESSOA,58085-000,2023-12-11,4.46,4.46,4.46,
PB,JOAO PESSOA,58085-000,2023-12-18,4.46,4.46,4.46,
PB,JOAO PESSOA,58085-000,2023-12-25,4.46,4.46,4.46,
PB,JOAO PESSOA,58088-200,2023-08-14,4.475,4.475,8.95,0.021213203435596288
PB,PATOS,58706-500,2023-01-09,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-01-16,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-01-23,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-01-30,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-02-06,5.04,5.04,5.04,
PB,PATOS,58706-500,2023-02-13,5.04,5.04,5.04,
PB,PATOS,58706-500,2023-02-20,5.04,5.04,5.04,
PB,PATOS,58706-500,2023-02-27,5.04,5.04,5.04,
PB,PATOS,58706-500,2023-03-06,5.04,5.04,5.04,
PB,PATOS,58706-500,2023-03-13,5.04,5.04,5.04,
PB,PATOS,58706-500,2023-03-20,5.04,5.04,5.04,
PB,PATOS,58706-500,2023-03-27,5.04,5.04,5.04,
PB,PATOS,58706-500,2023-04-03,5.04,5.04,5.04,
PB,PATOS,58706-500,2023-04-10,5.04,5.04,5.04,
PB,PATOS,58706-500,2023-04-17,5.04,5.04,5.04,
PB,PATOS,58706-500,2023-04-24,5.04,5.04,5.04,
PB,PATOS,58706-500,2023-05-01,6.25,6.25,6.25,
PB,PATOS,58706-500,2023-05-08,5.04,5.04,5.04,
PB,PATOS,58706-500,2023-05-15,5.04,5.04,5.04,
PB,PATOS,58706-500,2023-05-22,5.04,5.04,5.04,
PB,PATOS,58706-500,2023-05-29,5.04,5.04,5.04,
PB,PATOS,58706-500,2023-06-05,5.04,5.04,5.04,
PB,PATOS,58706-500,2023-06-12,5.04,5.04,5.04,
PB,PATOS,58706-500,2023-06-19,5.04,5.04,5.04,
PB,PATOS,58706-500,2023-06-26,5.04,5.04,5.04,
PB,PATOS,58706-500,2023-07-03,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-07-10,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-07-17,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-07-24,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-07-31,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-08-07,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-08-14,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-08-21,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-08-28,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-09-04,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-09-11,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-09-18,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-09-25,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-10-02,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-10-09,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-10-16,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-10-23,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-10-30,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-11-06,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-11-13,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-11-20,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-11-27,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-12-04,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-12-11,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-12-18,5.44,5.44,5.44,
PB,PATOS,58706-500,2023-12-25,5.44,5.44,5.44,
PE,CABO DE SANTO AGOSTINHO,54518-343,2023-01-09,3.99,3.99,3.99,
PE,CABO DE SANTO AGOSTINHO,54518-343,2023-01-16,3.99,3.99,3.99,
PE,CABO DE SANTO AGOSTINHO,54518-343,2023-01-23,3.99,3.99,3.99,
PE,CABO DE SANTO AGOSTINHO,54518-343,2023-01-30,3.99,3.99,3.99,
PE,CABO DE SANTO AGOSTINHO,54518-343,2023-02-13,3.28,3.28,3.28,
PE,CABO DE SANTO AGOSTINHO,54518-343,2023-02-20,3.65,3.65,3.65,
PE,CABO DE SANTO AGOSTINHO,54518-343,2023-02-27,3.65,3.65,3.65,
PE,CABO DE SANTO AGOSTINHO,54518-343,2023-03-13,3.65,3.65,3.65,
PE,CABO DE SANTO AGOSTINHO,54518-343,2023-03-20,3.28,3.28,3.28,
PE,CABO DE SANTO AGOSTINHO,54518-343,2023-03-27,3.65,3.65,3.65,
PE,CABO DE SANTO AGOSTINHO,54518-343,2023-04-24,3.65,3.65,3.65,
PE,CABO DE SANTO AGOSTINHO,54518-343,2023-05-08,3.15,3.15,3.15,
PE,CABO DE SANTO AGOSTINHO,54518-343,2023-05-15,3.15,3.15,3.15,
PE,CABO DE SANTO AGOSTINHO,54518-343,2023-06-12,3.15,3.15,3.15,
PE,CABO DE SANTO AGOSTINHO,54518-343,2023-07-31,3.39,3.39,3.39,
PE,CABO DE SANTO AGOSTINHO,54518-343,2023-09-04,3.59,3.59,3.59,
PE,CABO DE SANTO AGOSTINHO,54518-343,2023-09-18,3.59,3.59,3.59,
PE,CABO DE SANTO AGOSTINHO,54518-343,2023-09-25,3.59,3.59,3.59,
PE,CABO DE SANTO AGOSTINHO,54518-343,2023-10-09,3.59,3.59,3.59,
PE,CABO DE SANTO AGOSTINHO,54518-343,2023-11-06,4.44,4.44,4.44,
PE,CABO DE SANTO AGOSTINHO,54518-343,2023-11-13,4.44,4.44,4.44,
PE,GARANHUNS,55297-100,2023-07-17,4.84,4.84,4.84,
PE,GARANHUNS,55297-100,2023-07-24,4.84,4.84,4.84,
PE,GARANHUNS,55297-100,2023-08-07,4.84,4.84,4.84,
PE,GARANHUNS,55297-100,2023-08-14,4.84,4.84,4.84,
PE,GARANHUNS,55297-100,2023-08-21,4.84,4.84,4.84,
PE,GARANHUNS,55297-100,2023-08-28,4.84,4.84,4.84,
PE,GARANHUNS,55297-100,2023-09-04,4.84,4.84,4.84,
PE,GARANHUNS,55297-100,2023-09-11,4.84,4.84,4.84,
PE,GARANHUNS,55297-100,2023-09-18,4.84,4.84,4.84,
PE,GARANHUNS,55297-100,2023-09-25,4.84,4.84,4.84,
PE,GARANHUNS,55297-100,2023-10-02,4.84,4.84,4.84,
PE,GARANHUNS,55297-100,2023-10-09,4.84,4.84,4.84,
PE,GARANHUNS,55297-100,2023-10-16,4.84,4.84,4.84,
PE,GARANHUNS,55297-100,2023-10-30,4.84,4.84,4.84,
PE,GARANHUNS,55297-100,2023-11-06,5.71,5.71,5.71,
PE,GARANHUNS,55297-100,2023-11-13,5.71,5.71,5.71,
PE,GARANHUNS,55297-100,2023-11-20,5.71,5.71,5.71,
PE,GARANHUNS,55297-100,2023-11-27,5.71,5.71,5.71,
PE,GARANHUNS,55297-100,2023-12-11,5.71,5.71,5.71,
PE,GARANHUNS,55297-100,2023-12-18,5.71,5.71,5.71,
PE,GARANHUNS,55297-100,2023-12-25,5.71,5.71,5.71,
PE,GOIANA,55900-000,2023-01-09,3.99,3.99,7.98,0.0
PE,GOIANA,55900-000,2023-02-27,3.54,3.54,3.54,
PE,GOIANA,55900-000,2023-03-13,3.54,3.54,7.08,0.0
PE,GOIANA,55900-000,2023-05-15,3.15,3.15,6.3,0.0
PE,GOIANA,55900-000,2023-05-22,3.15,3.15,6.3,0.0
PE,GOIANA,55900-000,2023-05-29,3.15,3.15,6.3,0.0
PE,GOIANA,55900-000,2023-06-12,3.15,3.15,3.15,
PE,GOIANA,55900-000,2023-07-10,3.39,3.39,6.78,0.0
PE,GOIANA,55900-000,2023-07-17,3.39,3.39,6.78,0.0
PE,GOIANA,55900-000,2023-07-24,3.39,3.39,6.78,0.0
PE,GOIANA,55900-000,2023-07-31,3.39,3.39,6.78,0.0
PE,GOIANA,55900-000,2023-08-07,3.39,3.39,6.78,0.0
PE,GOIANA,55900-000,2023-08-14,3.39,3.39,6.78,0.0
PE,GOIANA,55900-000,2023-08-21,3.39,3.39,6.78,0.0
PE,GOIANA,55900-000,2023-09-11,3.39,3.39,6.78,0.0
PE,GOIANA,55900-000,2023-09-18,3.39,3.39,6.78,0.0
PE,GOIANA,55900-000,2023-09-25,3.39,3.39,6.78,0.0
PE,GOIANA,55900-000,2023-10-02,3.39,3.39,6.78,0.0
PE,GOIANA,55900-000,2023-10-09,3.39,3.39,6.78,0.0
PE,GOIANA,55900-000,2023-10-16,3.39,3.39,6.78,0.0
PE,GOIANA,55900-000,2023-10-23,3.39,3.39,6.78,0.0
PE,GOIANA,55900-000,2023-10-30,3.39,3.39,6.78,0.0
PE,GOIANA,55900-000,2023-11-06,4.24,4.24,8.48,0.0
PE,GOIANA,55900-000,2023-11-13,4.24,4.24,8.48,0.0
PE,GOIANA,55900-000,2023-11-20,4.24,4.24,8.48,0.0
PE,GOIANA,55900-000,2023-11-27,4.24,4.24,8.48,0.0
PE,GOIANA,55900-000,2023-12-04,4.24,4.24,8.48,0.0
PE,GOIANA,55900-000,2023-12-11,4.24,4.24,8.48,0.0
PE,GOIANA,55900-000,2023-12-18,4.24,4.24,8.48,0.0
PE,GOIANA,55900-000,2023-12-25,4.24,4.24,8.48,0.0
PE,IGARASSU,53610-296,2023-01-02,3.99,3.99,11.97,0.0
PE,IGARASSU,53610-296,2023-01-09,3.99,3.99,11.97,0.0
PE,IGARASSU,53610-296,2023-01-16,3.99,3.99,11.97,0.0
PE,IGARASSU,53610-296,2023-01-23,3.99,3.99,11.97,0.0
PE,IGARASSU,53610-296,2023-01-30,3.99,3.99,11.97,0.0
PE,IGARASSU,53610-296,2023-02-06,3.65,3.65,10.95,0.0
PE,IGARASSU,53610-296,2023-02-13,3.65,3.65,10.95,0.0
PE,IGARASSU,53610-296,2023-02-20,3.65,3.65,10.95,0.0
PE,IGARASSU,53610-296,2023-02-27,3.65,3.65,10.95,0.0
PE,IGARASSU,53610-296,2023-03-06,3.65,3.65,10.95,0.0
PE,IGARASSU,53610-296,2023-03-13,3.65,3.65,10.95,0.0
PE,IGARASSU,53610-296,2023-03-20,3.65,3.65,10.95,0.0
PE,IGARASSU,53610-296,2023-03-27,3.65,3.65,10.95,0.0
PE,IGARASSU,53610-296,2023-04-03,3.65,3.65,10.95,0.0
PE,IGARASSU,53610-296,2023-04-10,3.65,3.65,10.95,0.0
PE,IGARASSU,53610-296,2023-04-17,3.65,3.65,10.95,0.0
PE,IGARASSU,53610-296,2023-04-24,3.65,3.65,10.95,0.0
PE,IGARASSU,53610-296,2023-05-01,3.15,3.15,6.3,0.0
PE,IGARASSU,53610-296,2023-05-08,3.15,3.15,9.45,0.0
PE,IGARASSU,53610-296,2023-05-15,3.15,3.15,9.45,0.0
PE,IGARASSU,53610-296,2023-05-22,3.15,3.15,9.45,0.0
PE,IGARASSU,53610-296,2023-05-29,3.15,3.15,9.45,0.0
PE,IGARASSU,53610-296,2023-06-05,3.15,3.15,9.45,0.0
PE,IGARASSU,53610-296,2023-06-12,3.15,3.15,9.45,0.0
PE,IGARASSU,53610-296,2023-06-19,3.15,3.15,9.45,0.0
PE,IGARASSU,53610-296,2023-06-26,3.15,3.15,9.45,0.0
PE,IGARASSU,53610-296,2023-07-03,3.39,3.39,10.17,0.0
PE,IGARASSU,53610-296,2023-07-10,3.39,3.39,10.17,0.0
PE,IGARASSU,53610-296,2023-07-17,3.39,3.39,10.17,0.0
PE,IGARASSU,53610-296,2023-07-24,3.39,3.39,10.17,0.0
PE,IGARASSU,53610-296,2023-07-31,3.39,3.39,10.17,0.0
PE,IGARASSU,53610-296,2023-08-07,3.39,3.39,10.17,0.0
PE,IGARASSU,53610-296,2023-08-14,3.39,3.39,10.17,0.0
PE,IGARASSU,53610-296,2023-08-21,3.39,3.39,10.17,0.0
PE,IGARASSU,53610-296,2023-08-28,3.39,3.39,10.17,0.0
PE,IGARASSU,53610-296,2023-09-04,3.39,3.39,10.17,0.0
PE,IGARASSU,53610-296,2023-09-11,3.39,3.39,10.17,0.0
PE,IGARASSU,53610-296,2023-09-18,3.39,3.39,10.17,0.0
PE,IGARASSU,53610-296,2023-09-25,3.39,3.39,10.17,0.0
PE,IGARASSU,53610-296,2023-10-02,3.39,3.39,10.17,0.0
PE,IGARASSU,53610-296,2023-10-09,3.39,3.39,10.17,0.0
PE,IGARASSU,53610-296,2023-10-16,3.39,3.39,6.78,0.0
PE,IGARASSU,53610-296,2023-10-23,3.39,3.39,10.17,0.0
PE,IGARASSU,53610-296,2023-10-30,3.39,3.39,10.17,0.0
PE,IGARASSU,53610-296,2023-11-06,4.24,4.24,12.72,0.0
PE,IGARASSU,53610-296,2023-11-13,4.24,4.24,12.72,0.0
PE,IGARASSU,53610-296,2023-11-20,4.24,4.24,12.72,0.0
PE,IGARASSU,53610-296,2023-11-27,4.24,4.24,12.72,0.0
PE,IGARASSU,53610-296,2023-12-04,4.24,4.24,12.72,0.0
PE,IGARASSU,53610-296,2023-12-11,4.24,4.24,12.72,0.0
PE,IGARASSU,53610-296,2023-12-18,4.24,4.24,12.72,0.0
