Estado - Sigla,Municipio,Cep,Data_semana,mean,median,sum,std
AL,RIO LARGO,57100-000,2023-07-24,4.79,4.79,9.58,0.0
AL,RIO LARGO,57100-000,2023-07-31,4.79,4.79,9.58,0.0
AL,RIO LARGO,57100-000,2023-08-07,4.69,4.69,9.38,0.0
AL,RIO LARGO,57100-000,2023-08-14,4.69,4.69,9.38,0.0
AL,RIO LARGO,57100-000,2023-08-21,4.69,4.69,9.38,0.0
AL,RIO LARGO,57100-000,2023-08-28,4.69,4.69,9.38,0.0
AL,RIO LARGO,57100-000,2023-09-04,4.69,4.69,4.69,
AL,RIO LARGO,57100-000,2023-09-11,4.69,4.69,9.38,0.0
AL,RIO LARGO,57100-000,2023-09-18,4.69,4.69,9.38,0.0
AL,RIO LARGO,57100-000,2023-09-25,4.69,4.69,9.38,0.0
AL,RIO LARGO,57100-000,2023-10-02,4.69,4.69,9.38,0.0
AL,RIO LARGO,57100-000,2023-10-09,4.69,4.69,9.38,0.0
AL,RIO LARGO,57100-000,2023-10-16,4.69,4.69,9.38,0.0
AL,RIO LARGO,57100-000,2023-10-23,4.69,4.69,9.38,0.0
AL,RIO LARGO,57100-000,2023-10-30,4.69,4.69,9.38,0.0
AL,RIO LARGO,57100-000,2023-11-06,4.69,4.69,9.38,0.0
AL,RIO LARGO,57100-000,2023-11-13,4.69,4.69,9.38,0.0
AL,RIO LARGO,57100-000,2023-11-20,4.69,4.69,9.38,0.0
AL,RIO LARGO,57100-000,2023-11-27,4.69,4.69,9.38,0.0
AL,RIO LARGO,57100-000,2023-12-04,4.69,4.69,9.38,0.0
AL,RIO LARGO,57100-000,2023-12-11,4.69,4.69,9.38,0.0
AL,RIO LARGO,57100-000,2023-12-18,4.69,4.69,9.38,0.0
AL,RIO LARGO,57100-000,2023-12-25,4.69,4.69,9.38,0.0
AM,MANAUS,69041-025,2023-01-02,4.19,4.19,4.19,
AM,MANAUS,69041-025,2023-01-09,4.19,4.19,4.19,
AM,MANAUS,69041-025,2023-01-16,4.19,4.19,4.19,
AM,MANAUS,69041-025,2023-01-23,4.19,4.19,4.19,
AM,MANAUS,69041-025,2023-01-30,4.19,4.19,4.19,
AM,MANAUS,69041-025,2023-02-06,4.19,4.19,4.19,
AM,MANAUS,69041-025,2023-02-20,4.19,4.19,4.19,
AM,MANAUS,69041-025,2023-02-27,4.19,4.19,4.19,
AM,MANAUS,69041-025,2023-03-06,4.19,4.19,4.19,
AM,MANAUS,69041-025,2023-03-13,4.19,4.19,4.19,
AM,MANAUS,69041-025,2023-03-20,4.19,4.19,4.19,
AM,MANAUS,69041-025,2023-03-27,4.19,4.19,4.19,
AM,MANAUS,69041-025,2023-04-10,4.19,4.19,4.19,
AM,MANAUS,69041-025,2023-04-17,4.19,4.19,4.19,
AM,MANAUS,69041-025,2023-04-24,4.19,4.19,4.19,
AM,MANAUS,69041-025,2023-05-01,4.19,4.19,4.19,
AM,MANAUS,69041-025,2023-05-08,4.19,4.19,4.19,
AM,MANAUS,69041-025,2023-05-15,4.19,4.19,4.19,
AM,MANAUS,69041-025,2023-05-22,4.59,4.59,4.59,
AM,MANAUS,69041-025,2023-05-29,3.59,3.59,3.59,
AM,MANAUS,69041-025,2023-06-05,4.59,4.59,4.59,
AM,MANAUS,69041-025,2023-06-12,3.59,3.59,3.59,
AM,MANAUS,69041-025,2023-06-19,3.59,3.59,3.59,
AM,MANAUS,69041-025,2023-06-26,3.99,3.99,3.99,
AM,MANAUS,69041-025,2023-07-03,4.49,4.49,4.49,
AM,MANAUS,69041-025,2023-07-10,4.49,4.49,4.49,
AM,MANAUS,69041-025,2023-07-24,4.49,4.49,4.49,
AM,MANAUS,69041-025,2023-07-31,4.49,4.49,4.49,
AM,MANAUS,69041-025,2023-08-07,4.49,4.49,4.49,
AM,MANAUS,69041-025,2023-08-14,4.49,4.49,4.49,
AM,MANAUS,69041-025,2023-08-21,4.49,4.49,4.49,
AM,MANAUS,69041-025,2023-08-28,4.49,4.49,4.49,
AM,MANAUS,69041-025,2023-09-04,4.49,4.49,4.49,
AM,MANAUS,69041-025,2023-09-11,4.49,4.49,4.49,
AM,MANAUS,69041-025,2023-09-18,4.49,4.49,4.49,
AM,MANAUS,69041-025,2023-09-25,4.49,4.49,4.49,
AM,MANAUS,69041-025,2023-10-02,4.49,4.49,4.49,
AM,MANAUS,69041-025,2023-10-09,4.49,4.49,4.49,
AM,MANAUS,69041-025,2023-10-16,4.49,4.49,4.49,
AM,MANAUS,69041-025,2023-10-23,4.49,4.49,4.49,
AM,MANAUS,69041-025,2023-10-30,4.49,4.49,4.49,
AM,MANAUS,69041-025,2023-11-06,4.49,4.49,4.49,
AM,MANAUS,69041-025,2023-11-13,4.49,4.49,4.49,
AM,MANAUS,69041-025,2023-11-27,4.49,4.49,4.49,
AM,MANAUS,69041-025,2023-12-04,4.49,4.49,4.49,
AM,MANAUS,69041-025,2023-12-11,4.49,4.49,4.49,
AM,MANAUS,69041-025,2023-12-18,4.49,4.49,4.49,
AM,MANAUS,69041-025,2023-12-25,4.49,4.49,4.49,
AM,MANAUS,69050-000,2023-12-18,4.49,4.49,4.49,
AM,MANAUS,69075-005,2023-07-17,4.49,4.49,4.49,
BA,ALAGOINHAS,48005-440,2023-01-09,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-01-16,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-01-23,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-01-30,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-02-06,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-02-13,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-02-20,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-02-27,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-03-06,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-03-13,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-03-20,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-03-27,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-04-03,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-04-10,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-04-17,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-04-24,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-05-01,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-05-08,4.09,4.09,4.09,
BA,ALAGOINHAS,48005-440,2023-05-15,4.09,4.09,4.09,
BA,ALAGOINHAS,48005-440,2023-05-22,4.09,4.09,4.09,
BA,ALAGOINHAS,48005-440,2023-05-29,3.99,3.99,3.99,
BA,ALAGOINHAS,48005-440,2023-06-05,3.99,3.99,3.99,
BA,ALAGOINHAS,48005-440,2023-06-12,3.99,3.99,3.99,
BA,ALAGOINHAS,48005-440,2023-06-19,3.99,3.99,3.99,
BA,ALAGOINHAS,48005-440,2023-06-26,3.99,3.99,3.99,
BA,ALAGOINHAS,48005-440,2023-07-03,4.26,4.26,4.26,
BA,ALAGOINHAS,48005-440,2023-07-10,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-07-17,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-07-24,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-07-31,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-08-07,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-08-14,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-08-21,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-08-28,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-09-04,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-09-11,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-09-18,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-09-25,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-10-02,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-10-09,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-10-16,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-10-23,4.29,4.29,4.29,
BA,ALAGOINHAS,48005-440,2023-10-30,3.99,3.99,3.99,
BA,ALAGOINHAS,48005-440,2023-11-06,3.99,3.99,3.99,
BA,ALAGOINHAS,48005-440,2023-11-13,3.99,3.99,3.99,
BA,ALAGOINHAS,48005-440,2023-11-20,3.99,3.99,3.99,
BA,ALAGOINHAS,48005-440,2023-11-27,3.99,3.99,3.99,
BA,ALAGOINHAS,48005-440,2023-12-04,3.99,3.99,3.99,
BA,ALAGOINHAS,48005-440,2023-12-11,3.99,3.99,3.99,
BA,ALAGOINHAS,48005-440,2023-12-18,3.99,3.99,3.99,
BA,ALAGOINHAS,48010-970,2023-01-09,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-01-16,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-01-23,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-01-30,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-02-06,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-02-13,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-02-20,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-02-27,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-03-06,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-03-13,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-03-27,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-04-03,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-04-10,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-04-17,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-04-24,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-05-01,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-05-08,4.09,4.09,4.09,
BA,ALAGOINHAS,48010-970,2023-05-15,4.09,4.09,4.09,
BA,ALAGOINHAS,48010-970,2023-05-22,4.09,4.09,4.09,
BA,ALAGOINHAS,48010-970,2023-05-29,3.99,3.99,3.99,
BA,ALAGOINHAS,48010-970,2023-06-05,3.99,3.99,3.99,
BA,ALAGOINHAS,48010-970,2023-06-12,3.99,3.99,3.99,
BA,ALAGOINHAS,48010-970,2023-06-19,3.99,3.99,3.99,
BA,ALAGOINHAS,48010-970,2023-06-26,3.99,3.99,3.99,
BA,ALAGOINHAS,48010-970,2023-07-03,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-07-10,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-07-17,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-07-24,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-07-31,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-08-07,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-08-14,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-08-21,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-08-28,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-09-04,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-09-11,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-09-18,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-09-25,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-10-02,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-10-09,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-10-16,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-10-23,4.29,4.29,4.29,
BA,ALAGOINHAS,48010-970,2023-10-30,3.99,3.99,3.99,
BA,ALAGOINHAS,48010-970,2023-11-06,3.99,3.99,3.99,
BA,ALAGOINHAS,48010-970,2023-11-13,3.99,3.99,3.99,
BA,ALAGOINHAS,48010-970,2023-11-20,3.99,3.99,3.99,
BA,ALAGOINHAS,48010-970,2023-11-27,3.99,3.99,3.99,
BA,ALAGOINHAS,48010-970,2023-12-04,3.99,3.99,3.99,
BA,ALAGOINHAS,48010-970,2023-12-11,3.99,3.99,3.99,
BA,ALAGOINHAS,48010-970,2023-12-18,3.99,3.99,3.99,
BA,ALAGOINHAS,48010-970,2023-12-25,4.16,4.16,4.16,
BA,CAMACARI,42801-609,2023-01-09,4.3,4.3,4.3,
BA,CAMACARI,42801-609,2023-01-23,4.3,4.3,4.3,
BA,CAMACARI,42801-609,2023-02-06,4.26,4.26,4.26,
BA,CAMACARI,42801-609,2023-02-27,4.26,4.26,4.26,
BA,CAMACARI,42801-609,2023-03-20,4.26,4.26,4.26,
BA,CAMACARI,42801-609,2023-04-10,4.26,4.26,4.26,
BA,CAMACARI,42801-609,2023-04-17,4.26,4.26,4.26,
BA,CAMACARI,42801-609,2023-04-24,4.26,4.26,4.26,
BA,CAMACARI,42801-609,2023-05-01,4.26,4.26,4.26,
BA,CAMACARI,42801-609,2023-05-08,3.99,3.99,3.99,
BA,CAMACARI,42801-609,2023-05-22,3.99,3.99,3.99,
BA,CAMACARI,42801-609,2023-05-29,3.99,3.99,3.99,
BA,CAMACARI,42801-609,2023-06-26,3.99,3.99,3.99,
BA,CAMACARI,42801-609,2023-07-10,4.26,4.26,4.26,
BA,CAMACARI,42801-609,2023-07-17,4.26,4.26,4.26,
BA,CAMACARI,42801-609,2023-07-24,4.26,4.26,4.26,
BA,CAMACARI,42801-609,2023-07-31,4.26,4.26,4.26,
BA,CAMACARI,42801-609,2023-08-07,4.14,4.14,4.14,
BA,CAMACARI,42801-609,2023-08-14,4.14,4.14,4.14,
BA,CAMACARI,42801-609,2023-08-21,4.14,4.14,4.14,
BA,CAMACARI,42801-609,2023-09-04,4.14,4.14,4.14,
BA,CAMACARI,42801-609,2023-09-11,4.14,4.14,4.14,
BA,CAMACARI,42801-609,2023-09-18,4.14,4.14,4.14,
BA,CAMACARI,42801-609,2023-09-25,4.14,4.14,4.14,
BA,CAMACARI,42801-609,2023-10-09,4.14,4.14,4.14,
BA,CAMACARI,42801-609,2023-10-16,4.14,4.14,4.14,
BA,CAMACARI,42801-609,2023-10-23,4.14,4.14,4.14,
BA,CAMACARI,42801-609,2023-11-13,4.14,4.14,4.14,
BA,CAMACARI,42801-609,2023-11-27,4.14,4.14,4.14,
BA,CAMACARI,42801-609,2023-12-11,4.14,4.14,4.14,
BA,CAMACARI,42801-609,2023-12-25,4.14,4.14,4.14,
BA,CAMACARI,42807-380,2023-01-09,4.3,4.3,4.3,
BA,CAMACARI,42807-380,2023-01-23,4.3,4.3,4.3,
BA,CAMACARI,42807-380,2023-02-06,4.25,4.25,4.25,
BA,CAMACARI,42807-380,2023-02-27,4.25,4.25,4.25,
BA,CAMACARI,42807-380,2023-03-20,4.25,4.25,4.25,
BA,CAMACARI,42807-380,2023-04-10,4.25,4.25,4.25,
BA,CAMACARI,42807-380,2023-04-17,4.25,4.25,4.25,
BA,CAMACARI,42807-380,2023-05-01,4.25,4.25,4.25,
BA,CAMACARI,42807-380,2023-05-08,3.99,3.99,3.99,
BA,CAMACARI,42807-380,2023-05-22,3.99,3.99,3.99,
BA,CAMACARI,42807-380,2023-05-29,3.99,3.99,3.99,
BA,CAMACARI,42807-380,2023-06-26,4.29,4.29,4.29,
BA,CAMACARI,42807-380,2023-07-10,4.26,4.26,4.26,
BA,CAMACARI,42807-380,2023-07-17,4.26,4.26,4.26,
BA,CAMACARI,42807-380,2023-07-24,4.26,4.26,4.26,
BA,CAMACARI,42807-380,2023-07-31,4.29,4.29,4.29,
BA,CAMACARI,42807-380,2023-08-07,4.14,4.14,4.14,
BA,CAMACARI,42807-380,2023-08-21,4.14,4.14,4.14,
BA,CAMACARI,42807-380,2023-09-04,4.14,4.14,4.14,
BA,CAMACARI,42807-380,2023-09-18,4.14,4.14,4.14,
BA,CAMACARI,42807-380,2023-09-25,4.14,4.14,4.14,
BA,CAMACARI,42807-380,2023-10-02,4.14,4.14,4.14,
BA,CAMACARI,42807-380,2023-10-09,4.14,4.14,4.14,
BA,CAMACARI,42807-380,2023-10-16,4.14,4.14,4.14,
BA,CAMACARI,42807-380,2023-10-23,4.14,4.14,4.14,
BA,CAMACARI,42807-380,2023-11-13,4.14,4.14,4.14,
BA,CAMACARI,42807-380,2023-11-20,4.14,4.14,4.14,
BA,CAMACARI,42807-380,2023-11-27,4.14,4.14,4.14,
BA,CAMACARI,42807-380,2023-12-11,4.14,4.14,4.14,
BA,CAMACARI,42807-380,2023-12-25,4.14,4.14,4.14,
BA,CAMACARI,42810-400,2023-01-09,4.25,4.25,4.25,
BA,CAMACARI,42810-400,2023-01-23,4.25,4.25,4.25,
BA,CAMACARI,42810-400,2023-02-06,4.25,4.25,4.25,
BA,CAMACARI,42810-400,2023-02-27,4.15,4.15,4.15,
BA,CAMACARI,42810-400,2023-03-20,4.15,4.15,4.15,
BA,CAMACARI,42810-400,2023-04-10,4.15,4.15,4.15,
BA,CAMACARI,42810-400,2023-04-17,4.15,4.15,4.15,
BA,CAMACARI,42810-400,2023-04-24,4.15,4.15,4.15,
BA,CAMACARI,42810-400,2023-05-01,4.15,4.15,4.15,
BA,CAMACARI,42810-400,2023-05-08,3.95,3.95,3.95,
BA,CAMACARI,42810-400,2023-05-22,3.95,3.95,3.95,
BA,CAMACARI,42810-400,2023-05-29,3.95,3.95,3.95,
BA,CAMACARI,42810-400,2023-06-05,3.95,3.95,3.95,
BA,CAMACARI,42810-400,2023-06-19,3.95,3.95,3.95,
BA,CAMACARI,42810-400,2023-06-26,3.95,3.95,3.95,
BA,CAMACARI,42810-400,2023-07-10,3.95,3.95,3.95,
BA,CAMACARI,42810-400,2023-07-17,3.95,3.95,3.95,
BA,CAMACARI,42810-400,2023-07-24,3.95,3.95,3.95,
BA,CAMACARI,42810-400,2023-07-31,3.95,3.95,3.95,
BA,CAMACARI,42810-400,2023-08-07,3.95,3.95,3.95,
BA,CAMACARI,42810-400,2023-08-14,3.95,3.95,3.95,
BA,CAMACARI,42810-400,2023-08-21,3.95,3.95,3.95,
BA,CAMACARI,42810-400,2023-09-04,3.95,3.95,3.95,
BA,CAMACARI,42810-400,2023-09-11,3.95,3.95,3.95,
BA,CAMACARI,42810-400,2023-09-18,3.95,3.95,3.95,
BA,CAMACARI,42810-400,2023-09-25,3.95,3.95,3.95,
BA,CAMACARI,42810-400,2023-10-02,3.95,3.95,3.95,
BA,CAMACARI,42810-400,2023-10-09,3.95,3.95,3.95,
BA,CAMACARI,42810-400,2023-10-16,3.95,3.95,3.95,
BA,CAMACARI,42810-400,2023-11-13,3.95,3.95,3.95,
BA,CAMACARI,42810-400,2023-11-27,3.95,3.95,3.95,
BA,CAMACARI,42810-400,2023-12-25,3.95,3.95,3.95,
BA,FEIRA DE SANTANA,44026-000,2023-01-02,4.16,4.16,4.16,
BA,FEIRA DE SANTANA,44026-000,2023-01-09,4.16,4.16,4.16,
BA,FEIRA DE SANTANA,44026-000,2023-01-16,4.16,4.16,4.16,
BA,FEIRA DE SANTANA,44026-000,2023-02-06,4.16,4.16,4.16,
BA,FEIRA DE SANTANA,44026-000,2023-02-13,4.16,4.16,4.16,
BA,FEIRA DE SANTANA,44026-000,2023-02-20,4.16,4.16,4.16,
BA,FEIRA DE SANTANA,44026-000,2023-02-27,4.16,4.16,4.16,
BA,FEIRA DE SANTANA,44026-000,2023-03-06,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44026-000,2023-03-13,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44026-000,2023-04-03,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44026-000,2023-04-17,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44026-000,2023-04-24,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44026-000,2023-05-01,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44026-000,2023-05-15,3.99,3.99,3.99,
BA,FEIRA DE SANTANA,44026-000,2023-05-22,3.99,3.99,3.99,
BA,FEIRA DE SANTANA,44026-000,2023-05-29,3.79,3.79,3.79,
BA,FEIRA DE SANTANA,44026-000,2023-06-05,3.79,3.79,3.79,
BA,FEIRA DE SANTANA,44026-000,2023-06-19,3.79,3.79,3.79,
BA,FEIRA DE SANTANA,44026-000,2023-06-26,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44026-000,2023-07-03,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44026-000,2023-07-17,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44026-000,2023-07-24,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44026-000,2023-07-31,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44026-000,2023-08-07,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44026-000,2023-08-14,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44026-000,2023-08-21,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44026-000,2023-08-28,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44026-000,2023-09-04,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44026-000,2023-09-11,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44026-000,2023-09-18,4.09,4.09,4.09,
BA,FEIRA DE SANTANA,44026-000,2023-09-25,4.09,4.09,4.09,
BA,FEIRA DE SANTANA,44026-000,2023-10-02,3.94,3.94,3.94,
BA,FEIRA DE SANTANA,44026-000,2023-10-09,3.94,3.94,3.94,
BA,FEIRA DE SANTANA,44026-000,2023-10-16,3.94,3.94,3.94,
BA,FEIRA DE SANTANA,44026-000,2023-10-23,3.94,3.94,3.94,
BA,FEIRA DE SANTANA,44026-000,2023-10-30,3.94,3.94,3.94,
BA,FEIRA DE SANTANA,44026-000,2023-11-06,3.94,3.94,3.94,
BA,FEIRA DE SANTANA,44026-000,2023-11-20,4.14,4.14,4.14,
BA,FEIRA DE SANTANA,44026-000,2023-11-27,4.14,4.14,4.14,
BA,FEIRA DE SANTANA,44026-000,2023-12-04,4.14,4.14,4.14,
BA,FEIRA DE SANTANA,44026-000,2023-12-11,4.14,4.14,4.14,
BA,FEIRA DE SANTANA,44026-000,2023-12-18,4.14,4.14,4.14,
BA,FEIRA DE SANTANA,44026-000,2023-12-25,4.14,4.14,4.14,
BA,FEIRA DE SANTANA,44075-516,2023-01-02,4.16,4.16,4.16,
BA,FEIRA DE SANTANA,44075-516,2023-01-09,4.16,4.16,4.16,
BA,FEIRA DE SANTANA,44075-516,2023-01-16,4.16,4.16,4.16,
BA,FEIRA DE SANTANA,44075-516,2023-01-23,4.16,4.16,4.16,
BA,FEIRA DE SANTANA,44075-516,2023-02-06,4.16,4.16,4.16,
BA,FEIRA DE SANTANA,44075-516,2023-02-13,4.16,4.16,4.16,
BA,FEIRA DE SANTANA,44075-516,2023-02-20,4.16,4.16,4.16,
BA,FEIRA DE SANTANA,44075-516,2023-02-27,4.16,4.16,4.16,
BA,FEIRA DE SANTANA,44075-516,2023-03-06,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44075-516,2023-03-13,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44075-516,2023-03-27,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44075-516,2023-04-10,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44075-516,2023-04-17,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44075-516,2023-05-01,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44075-516,2023-05-08,3.99,3.99,3.99,
BA,FEIRA DE SANTANA,44075-516,2023-05-15,3.99,3.99,3.99,
BA,FEIRA DE SANTANA,44075-516,2023-05-22,3.99,3.99,3.99,
BA,FEIRA DE SANTANA,44075-516,2023-05-29,3.79,3.79,3.79,
BA,FEIRA DE SANTANA,44075-516,2023-06-05,3.79,3.79,3.79,
BA,FEIRA DE SANTANA,44075-516,2023-06-12,3.79,3.79,3.79,
BA,FEIRA DE SANTANA,44075-516,2023-06-19,3.79,3.79,3.79,
BA,FEIRA DE SANTANA,44075-516,2023-06-26,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44075-516,2023-07-03,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44075-516,2023-07-10,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44075-516,2023-07-17,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44075-516,2023-07-24,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44075-516,2023-07-31,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44075-516,2023-08-07,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44075-516,2023-08-14,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44075-516,2023-08-21,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44075-516,2023-08-28,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44075-516,2023-09-04,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44075-516,2023-09-11,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44075-516,2023-09-18,4.09,4.09,4.09,
BA,FEIRA DE SANTANA,44075-516,2023-09-25,4.09,4.09,4.09,
BA,FEIRA DE SANTANA,44075-516,2023-10-02,3.94,3.94,3.94,
BA,FEIRA DE SANTANA,44075-516,2023-10-09,3.94,3.94,3.94,
BA,FEIRA DE SANTANA,44075-516,2023-10-16,3.94,3.94,3.94,
BA,FEIRA DE SANTANA,44075-516,2023-10-23,3.94,3.94,3.94,
BA,FEIRA DE SANTANA,44075-516,2023-10-30,3.94,3.94,3.94,
BA,FEIRA DE SANTANA,44075-516,2023-11-13,4.14,4.14,4.14,
BA,FEIRA DE SANTANA,44075-516,2023-11-20,4.14,4.14,4.14,
BA,FEIRA DE SANTANA,44075-516,2023-11-27,4.14,4.14,4.14,
BA,FEIRA DE SANTANA,44075-516,2023-12-04,4.14,4.14,4.14,
BA,FEIRA DE SANTANA,44075-516,2023-12-11,4.14,4.14,4.14,
BA,FEIRA DE SANTANA,44075-516,2023-12-18,4.14,4.14,4.14,
BA,FEIRA DE SANTANA,44075-516,2023-12-25,4.14,4.14,4.14,
BA,FEIRA DE SANTANA,44089-340,2023-01-09,4.16,4.16,4.16,
BA,FEIRA DE SANTANA,44089-340,2023-01-23,4.16,4.16,4.16,
BA,FEIRA DE SANTANA,44089-340,2023-01-30,4.16,4.16,4.16,
BA,FEIRA DE SANTANA,44089-340,2023-02-20,4.16,4.16,4.16,
BA,FEIRA DE SANTANA,44089-340,2023-03-06,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44089-340,2023-03-20,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44089-340,2023-03-27,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44089-340,2023-04-03,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44089-340,2023-04-17,4.29,4.29,4.29,
BA,FEIRA DE SANTANA,44089-340,2023-05-08,3.99,3.99,3.99,
BA,FEIRA DE SANTANA,44089-340,2023-05-22,3.99,3.99,3.99,
BA,FEIRA DE SANTANA,44089-340,2023-05-29,3.99,3.99,3.99,
BA,FEIRA DE SANTANA,44089-340,2023-06-12,3.79,3.79,3.79,
BA,FEIRA DE SANTANA,44089-340,2023-06-19,3.79,3.79,3.79,
BA,FEIRA DE SANTANA,44089-340,2023-07-03,4.29,4.29,4.29,
